course_name,prerequisites,corequisites
MU 1330 - Beginning Strings (1),,
MU 1320 - Percussion Class (1),,
MU 1340 - Voice Class (1),,
"MU 3991 - Artist Representation, Promotion, and Touring (2)",MU 104 or MU 1040 .,
MU 1310 - Guitar Class (1),,
"MU 3961 - Music Publishing, Copyright, and Licensing (3)",MU 104 or MU 1040 .,
MU 3920 - Music Industry Studies Internship (1-2),Junior or Senior standing; and Instructor consent.,
MU 1300 - Brass Class (1),,
MU 1780 - Studio Electric Bass (1),Music Dept minimum performance requirements. Course not available to non-majors except by special audition.,MU 2700 and appropriate ensemble.
MU 3281 - Music Recording (4),MU 2281 or MU 228.,
EC 1100 - Contemporary Economic Issues (3),Open to non-economics and non-business majors.,
MU 1760 - Studio Guitar (1),Music Dept minimum performance requirements. Course not available to non-majors except by special audition.,MU 2700 and appropriate ensemble.
MU 1770 - Studio Voice (1),Music Dept minimum performance requirements. Course not available to non-majors except by special audition.,MU 2700 and appropriate ensemble.
MU 1730 - Studio Woodwind (1),Music Dept minimum performance requirement. Course not available to non-majors except by special audition.,MU 2700 and appropriate ensemble.
MU 1750 - Studio Keyboard (1),Music Dept minimum performance requirements. Course not available to non-majors except by special audition.,MU 2700 and appropriate ensemble.
MU 3911 - Seminar for Music Industry Studies (1),MU 104 or MU 1040 .,
MU 1720 - Studio Brass (1),Music Dept minimum performance requirements. Course not available to non-majors except by special audition.,MU 2700 and appropriate ensemble.
MU 1740 - Studio Percussion (1),Music Dept minimum performance requirements. Course not available to non-majors except by special audition.,MU 2700 and appropriate ensemble.
MU 4620 - Senior Project (1),MU 460 or MU 4601 .,
MU 3950 - Non-Profit Music (2),MU 104 or MU 1040 .,
MU 1710 - Studio Strings (1),Music Dept minimum performance requirements. Course not available to non-majors except by special audition.,MU 2700 and appropriate ensemble.
MU 4601 - Senior Project Research and Preparation (1),Senior standing.,
MU 3081 - Media Composition (3),MU 1080 or MU 108.,
MU 2281 - Introduction to Digital Audio and Pro Tools (3),,
MU 3791 - Studio Composition (1),"Music majors only, lower division instrument or voice requirements, MU 2251 , and instructor consent.",
MU 2251 - Composition I (2),"MU 122 or MU 1211 ; MU 108, MU 1080 or equivalent; and Music Theory ll or equivalent.",
MU 3020 - Tonal Counterpoint (3),MU 3010 or MU 301.,
MU 3251 - Composition II (2),MU 2251 .,
"MU 1161A - Jazz Improvisation, Beginning Activity (1)",,
MU 2290 - Songwriting II (2),MU 129 or MU 1290 .,
FRE 1111 - Elementary French I (3),,
MU 1290 - Songwriting I (2),"MU 100, MU 1000 , MU 120 or MU 1201 .",
GER 1111 - Elementary German I (3),,
MU 3681 - Interpretation for Singers (2),"MU 1340 or MU 134; 1 unit of MU 177, MU 1770 , MU 1771 or MU 1811 ; Solo performance experience; and non Music majors must audition.",
MU 4200 - Performance Literature (2),MU 2221A ; 3 units of lower division studio; and Instructor consent.,
MU 3901 - Junior Recital (1),,
MU 2610 - Diction for Singers (2),"2 units from the following: MU 134, MU 1340 , MU 177, MU 1770 , MU 1771 , or MU 1811 .",
MU 3811 - Performance Studio Upper Division (1),,MU 2700 .
MU 3291 - Piano Pedagogy (2),"At least two semesters of MU 1750 , MU 1751 , or MU 1811 .",
MU 3770 - Studio Voice (1),"MU 1770 , MU 1771 , or MU 1811 ; appropriate ensemble; passing entrance requirements for upper division studio; and instructor consent.",MU 2700 .
MU 3750 - Studio Keyboard (1),"MU 1750 , MU 1751 , or MU 1811 ; appropriate ensemble; passing entrance requirements for upper division studio; and instructor consent.",MU 2700 .
MU 3740 - Studio Percussion (1),"MU 1740 , MU 1741 , or MU 1811 ; appropriate ensemble; passing entrance requirements for upper division studio; and instructor consent.",MU 2700 .
MU 3760 - Studio Guitar (1),"MU 1760 , MU 1761 , or MU 1811 ; appropriate ensemble; passing entrance requirements for upper division studio; and instructor consent.",MU 2700 .
MU 3610L - Concert Choir (1),Audition.,
MU 3690L - Songwriter Showcase (1),Audition and department consent required.,
MU 3640L - Chamber Singers (1),Audition; and required proficiencies determined by audition.,
MU 3650A - Vocal Jazz Ensemble (1),Audition; and prior vocal experience.,
MU 3720 - Studio Brass (1),"MU 1720 , MU 1721 , or MU 1811 ; appropriate ensemble; passing entrance requirements for upper division studio; and instructor consent.",MU 2700 .
MU 3730 - Studio Woodwind (1),"MU 1730 , MU 1731 , or MU 1811 ; appropriate ensemble; passing entrance requirements for upper division studio; and instructor consent.",MU 2700 .
MU 3710 - Studio Strings (1),"MU 1710 , MU 1711 , or MU 1811 ; appropriate ensemble; passing entrance requirements for upper division studio; and instructor consent.",MU 2700 and appropriate ensemble.
MU 4070 - Arranging for Voices (2),MU 121 or MU 1211 .,
MU 4021 - Song Culture for Schools (2),MU 117 or MU 1171S .,
MU 3371 - Secondary Choral Methods (2),MU 3331 or MU 333.,
MU 3381 - Secondary Instrumental Methods (2),MU 3321A or MU 332; and MU 3341A or MU 334.,
MU 3361A - Guitar Fundamentals Activity (1),MU 1201 or MU 120.,
MU 3391 - Teaching Music Literacy (3),MU 1211 or MU 122.,
MU 3331 - Vocal Pedagogy (2),MU 1201 or MU 120.,
MU 3341A - Woodwind Fundamentals Activity (1),MU 1201 and MU 1211 or MU 122.,
MU 3301A - Brass Fundamentals Activity (1),MU 1211 or MU 122.,
MU 3321A - String Fundamentals Activity (1),MU 1201 or MU 120.,
MU 3091 - Instrumentation and Arranging (2),MU 1080 or MU 108; and MU 1211 or MU 122.,
MU 3061 - Choral Conducting (2),MU 3040 or MU 304.,
MU 3311A - Percussion Fundamentals Activity (1),MU 1211 or MU 122.,
MU 1281S - Instructional Technology for the Music Educator Service Learning (1),MU 108 or MU 1080 .,
MU 1171S - Introduction to Music Education Service Learning (2),,
MU 3051 - Instrumental Conducting (2),MU 3040 or MU 304.,
PHY 1050L - Physics of Musical Sound Laboratory (1),,PHY 1050 .
MU 4621 - Senior Recital (1),Senior Standing.,MU 4610 and MU 2700 .
MU 4610 - Senior Recital Studio (1),Senior standing and instructor consent.,MU 4621 and MU 2700 .
MU 4190 - Western Classical Traditions II (3),MU 2201 .,
PHY 1050 - The Physics of Musical Sound (2),,PHY 1050L .
MU 4180 - Western Classical Traditions I (3),MU 218 or MU 2201 .,
MU 3211A - Musicianship III Activity (1),MU 2221A or MU 223A.,
MU 3940S - Music Studies Integration - Service Learning (1),MU 122 or MU 1211 ; and MU 108 or MU 1080 .,
MU 3221A - Musicianship IV Activity (1),MU 3211A or MU 322A.,
MU 3010 - Music Theory III: Advanced Music Theory (3),MU 1211 or MU 122.,
MU 2700 - Performance Seminar (1),Instructor consent.,Concurrent enrollment in a studio course.
MU 2131A - Class Piano IV Activity (1),"Music majors only; and MU 212A, MU 2121A or equivalent.",
MU 2211A - Musicianship I Activity (1),MU 122 or MU 1211 .,
MU 2221A - Musicianship II Activity (1),MU 222A or MU 2211A,
MU 1131A - Class Piano II Activity (1),Music majors only; and MU 112A or MU 1121A or equivalent knowledge via instructor approval.,
MU 3040 - Beginning Conducting (2),MU 1211 or MU 122.,
MU 2121A - Class Piano III Activity (1),"Music majors only; and MU 113A, MU 1131A or equivalent.",
NTR 4260 - Food Service Administration (2),NTR 3680 or FN 358; and NTR 3680L or FN 358L.,
MU 1811 - Performance Studio Lower Division (1),Bachelor of Music major and permission to enroll by audition only.,MU 2700 and appropriate ensemble.
MU 1121A - Class Piano I Activity (1),"Music majors only; and MU 100, MU 1000 or equivalent knowledge via instructor approval.",
NTR 4460 - Community Nutrition (2),C or better in NTR 3450 or FN 345: NTR 3450A or FN 345L; and C or better in NTR 4430 or FN 443.,NTR 4460A .
NTR 3680 - Institutional Food Service II (2),NTR 3670 or FN 357; and NTR 3670L or FN 357L.,NTR 3680L .
NTR 3280L - Food and Culture Laboratory (1),Nutrition majors and minors only.,NTR 2280 .
NTR 3680L - Institutional Food Service II Laboratory (1),NTR 3670 or FN 357; and NTR 3670L or FN 357L.,NTR 3680 .
NTR 4410 - Internship in Food and Nutrition (1-3),Instructor consent.,
KIN 4080 - Drugs and Society (3),,
CHM 4530 - Informational Biomolecules and Recombinant DNA (3),C- or better in CHM 328 or CHM 3280 .,
NTR 4420 - Internship in Food and Nutrition (1-3),Instructor consent.,
KIN 3010 - Foundations of Exercise Science (3),Lower division GE requirements in Areas A and B.,
FST 4240 - Food Systems in Developing Nations I (3),Instructor Consent.,
NTR 3670L - Institutional Food Service I Laboratory (1),"NTR 1210 or FN 121; NTR 1210L or FN 121L; and B- or better in BIO 2350 or BIO 235, BIO 2350L or BIO 235L, CHM 2010 or CHM 201, NTR 2350 or FN 235, NTR 2350L or FN 235L and NTR 3130 or FN 263.",NTR 3670 .
COM 3328 - Diversity and Communication (3),,
NTR 3670 - Institutional Food Service I (2),"NTR 1210 or FN 121; NTR 1210L or FN 121L; and B- or better in BIO 2350 or BIO 235, BIO 2350L or BIO 235L, CHM 2010 or CHM 201, NTR 2350 or FN 235, and NTR 2350L or FN 235L.",NTR 3670L .
FST 4250 - Food Systems in Developing Nations II (3),C or better in FST 4240 .,FST 4240 .
NTR 1210 - Introduction to Foods (2),Nutrition majors and minors only.,NTR 1210L .
NTR 1210L - Introduction to Foods Laboratory (1),Nutrition majors and minors only.,NTR 1210 .
NTR 1000 - Introduction to the Nutrition Professions (1),Nutrition majors and minors only.,
NTR 3450AS - Nutrition Education and Counseling Activity Service Learning (1),"B- or better in NTR 3050 , FN 305, NTR 2350 , or FN 235; and NTR 3350 .",NTR 3450S or NTR 3450 .
NTR 3450S - Nutrition Education and Counseling Service Learning (3),"B- or better in NTR 3050 , FN 305, NTR 2350 , or FN 235; and NTR 3350 or FN 335.",NTR 3450A and NTR 3450AS .
FST 3210L - Experimental Food Science Laboratory (1),"FN Majors; C or better in FN 121 or NTR 1210 ; FN 121L or NTR 1210L ; CHM 201, CHM 2010 , CHM 316, or CHM 3150 ; CHM 250L, CHM 2010L , CHM 317L, or CHM 3150L ; FN 263 or NTR 3130 ; and STA 120 or STA 1200 .",FST 3210 .
FST 3210 - Experimental Food Science (2),"FN Majors; C or better in FN 121 or NTR 1210 ; FN 121L or NTR 1210L ; CHM 201, CHM 2010 , CHM 316, or CHM 3150 ; CHM 250L, CHM 2010L , CHM 317L, or CHM 3150L ; FN 263 or NTR 3130 ; and STA 120 or STA 1200 .",FST 3210L .
HST 4990 - Special Topics for Upper Division Students (1-3),Completion of GE Area A.,
HRT 4760 - Hospitality Operations Analysis Seminar (3),Senior standing.,
HRT 4420 - Disney Internship (9),HRT 101 or HRT 1010 .,
RS 4200L - Watershed Restoration Laboratory (1),,
GEO 3450 - Tourism in a Globalizing World (3),GE area A.,
GEO 4450L - Environmental Modeling with GIS Laboratory (1),GEO 2400 and GEO 2400L or Instructor consent.,GEO 4450 .
EWS 4850 - Social Movements and Resistance (3),Junior or Senior Standing.,
EWS 3950 - Methods in Gender and Ethnic Studies (3),GEMs Majors; Junior or Senior Standing; Core Courses.,
MAT 1940 - Mathematical Concepts for Elementary School Teachers (4),"CO Category I, CO Category II, CO Category III, SAT >=570, MDTP >=14, ALEKS >=46, or ACT >=23; C or better in MAT 12, ESM 12, STA 1200 , STA 120, MAT 1050 , MAT 1060 , MAT 105, or MAT 106; or C- or better in MAT 1051 , MAT 1910 , or MAT 191.",
FST 4271L - Unit Operations in Food Processing Laboratory (1),C- or better in FST 4170 or FST 417; and C or better in FST 4170 or C- or better in FST 417L.,FST 4271 .
FST 4271 - Unit Operations in Food Processing II (2),C- or better in FST 4170 or FST 417; and C- or better in FST 4170 or FST 417L.,FST 4271L .
FST 4420 - Internship in Food Science and Technology (1-4),C- or better in FST 3220 or FST 390; C- or better in FST 3250 or FST 390; C- or better in FST 3900 or FST 390; and C- or better in BIO 3640 or FST 390.,
FST 3190A - Food Packaging Activity (1),C or better in CHM 2010 or CHM 201; CHM 2010L or CHM 250L; CHM 2010 or CHM 123; CHM 2010L or CHM 123L; PHY 1210 or PHY 121; PHY 1210L or PHY 121L; and C- or better in FST 1250 or FST 125.,FST 3190.
FST 3190 - Food Packaging (1),C or better in CHM 2010 or CHM 201; CHM 2010L or CHM 250L; CHM 2010 or CHM 123; CHM 2010L or CHM 123L; PHY 1210 or PHY 121; PHY 1210L or PHY 121L; and C- or better in FST 1250 or FST 125.,FST 3190A .
FST 3180L - Sensory Evaluation of Foods Laboratory (1),"C- or better in FST 1250 or FST 125, and C- or better in BIO 211 or STA 1300 .",FST 3180 .
FST 3180 - Sensory Evaluation of Foods (2),"C- or better in FST 1250 or FST 125, and C- or better in BIO 211 or STA 1300 .",FST 3180L .
FST 4410 - Internship in Food Science and Technology (1-4),C- or better in FST 3220 or FST 390; C or better in FST 3250 or C- or better in FST 390; C- or better in FST 3900 or FST 390; and C- or better in BIO 3640 or FST 390.,
FST 4280L - Food Analysis Laboratory (1),C- or better in FST 4261 or FST 420; C- or better in FST 4261 or CHM 123; C- or better in FST 4261L or FST 420L; and C- or better in FST 4261L or CHM 123L.,FST 4280 .
FST 4280 - Food Analysis (3),C or better in FST 4261 or C- or better in FST 420; C or better in FST 4261 or C- or better in CHM 123; C or better in FST 4261L or C- or better in FST 420L; and C or better in FST 4261L or C- or better in CHM 123L.,FST 4280L .
ENG 3120 - Professional Editing (3),Completion of GE Area A2.,
ENG 4741 - Latin American Women Writers in English (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
FST 3900 - Food Science Colloquium (1),"C- in ENG 2105 or ENG 130; C- in FST 1250 or FST 125; C- in FST 3250 or FST 325; C- in CHM 3150 , CHM 2010 , CHM 201, or CHM 316; C- in CHM 123 or CHM 1220 ; C- in PHY 1210 or PHY 121; C- in PHY 1210L or PHY 121L; C- in MAT 1200 , MAT 1150 , MAT 120, or MAT 115; C-in BIO 2060 or MIC 201; and C-in BIO 2060L or MIC 201L.",
ENG 4731 - The Literature of Exile (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4730 - Colonial and Postcolonial Literature (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4721 - Viewing Words; Reading Pictures (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4880 - Modernism and Postmodernism (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
ENG 4720 - The Novel in the Modern World (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4334 - Asian American Literature (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4333 - Native American Literature (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4332 - African American Literature (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4331 - Hemispheric American Literature (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4330 - Multicultural Literature in the U.S. (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4320 - 20th/21st C. American Literature (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 3520 - Harry Potter as Literature and Culture (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
"COM 4133 - Public Opinion, Propaganda and Mass Media (3)","GE Areas A1-3, C1-2, and D1-3.",
ENG 4311 - American Poetic Traditions (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 3153 - Theory to Practice in Student Literacy (3),Completion of GE Area A2 and Certificate of Clearance.,
ENG 4630 - English Education Assessment Seminar (3),"Senior standing, ENG 3000 or ENG 312, and ENG 3153 or ENG 314.",
ENG 4310 - 19th C. American Literature (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4300 - Early American Literature (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4883 - The Epic (3),ENG 312 and ENG 350; or ENG 3000 and ENG 3010 ; or ENG 355 or ENG 3110 .,
ENG 4882 - Myth as Literature (3),ENG 312 and ENG 350; or ENG 3000 and ENG 3010 ; or ENG 355 or ENG 3110 .,
ENG 4881 - Race and Gender in Modern Literature (3),ENG 312 and ENG 350; or ENG 3000 and ENG 3010 ; or ENG 355 or ENG 3110 .,
ENG 4521 - The Modern British Novel (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4800 - The Modern Drama (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4520 - 20th-21st Century British Literature (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4513 - British Drama to 1890 (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4512 - British Victorian Age (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4650 - ALS Senior Symposium (3),Senior Standing.,
ENG 4505 - Shakespeare Through Performance (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4511 - British Romanticism (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 4503 - Shakespeare before 1600 (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
ENG 4510 - British Enlightenment (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ETE 4990 - Special Topics for Upper Division Students (1-3),,
ENG 4502 - British Renaissance (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ETM 4990L - Special Topics for Upper Division Students Laboratory (1-3),,
ETM 4990 - Special Topics for Upper Division Students (1-3),,
ETM 4211 - Hydraulics (3),"ETT or EMSET major, and C- or better in ETM 3101 or ETT 310.",
ETM 4851 - Mechanical Building Systems (3),"ETT or EMSET major, C- or better in MAT 1310 or MAT 130, and C- or better in ETM 3101 or ETT 310.",
ETE 4901L - Advanced Industrial Automation Systems Laboratory (1),"ECET or ESET major; ETE 3501 or ETE 350; ETE 3501L or ETE 350L; and C- or better in ETE 2801 or ETE 280, and ETE 2801L or ETE 280L.",ETE 4901 .
ETM 4191 - Applied Thermodynamics II (3),"ETT or EMSET major, and C- or better in ETM 3061 or ETM 306.",
ETM 4151 - Renewable Energy Systems (3),"ETT or EMSET major, and C- or better in ETM 3081 or ETM 308.",
ETM 4871 - Human Factors (3),"ETT or EMSET major, and C- or better in MAT 1310 or MAT 130.",
ETM 4101 - Internal Combustion Engines (3),"ETT or EMSET major, CHM 1210 or CHM 121, C- or better in ETM 2111 or ETT 210, and C- or better in ETM 3061 or ETM 306.",ETM 4101L .
ETM 3351 - Heating Ventilation and Air Conditioning II (3),"ETT or EMSET major; C- or better in CAD, MFE 1260 , or MFE 126; and C- or better in ETM 3341 or ETM 334.",
ETM 4101L - Internal Combustion Engines Laboratory (1),"ETT or EMSET major, C- or better in ETM 3061 or ETM 306, and C- or better in ETM 2111 or ETT 211.",ETM 4101 .
ETM 3051 - Engineering Economics (3),"ETT or EMSET major, and C- or better in MAT 1300 or MAT 130.",
ETM 3341 - Heating Ventilation and Air Conditioning I (3),"ETT or EMSET major, and C- or better in ETM 3061 or ETM 306.",
ETM 3301L - Instrumentation and Control Laboratory (1),"ETT or EMSET major, and C- or better in ETE 3211 or ETT 321.",ETM 3301 .
ETM 3301 - Instrumentation and Control (3),"ETT or EMSET major, and C- or better in ETE 3211 or ETT 321.",ETM 3301L .
ETM 3101 - Applied Fluid Mechanics I (3),"ETT or EMSET major, C- or better in MAT 1310 or MAT 130, and C- or better ETM 2101 or ETT 210.",
ETM 3151L - Machine Elements Laboratory (1),"ETT or EMSET major, C- or better in ETM 2111 or ETT 211, C- or better in ETM 2201 / ETM 2201L or ETT 220/ETT 220L, and C- or better in MFE 1260 / MFE 1260L or MFE 126/MFE 126L.",ETM 3151 .
ETM 3081 - Applied Heat Transfer (3),"ETT or EMSET major, and C- or better in ETM 3101 or ETT 310.",
ETM 3141L - Thermal Fluids Laboratory (1),"ETT or EMSET major, C- or better in ETM 3101 or ETT 310, and C- or better in ETM 3061 or ETM 306.",
ETM 3121 - Applied Fluid Mechanics II (3),"ETT or EMSET major, C- or better in ETM 2111 or ETT 211, and C- or better in ETM 3061 or ETM 306.",
ETM 3151 - Machine Elements (3),"ETT or EMSET major; C- or better in ETM 2111 or ETT 211; C- or better in ETM 2201 / ETM 2201L or ETT 220/ETT 220L; and C- or better in CAD, MFE 1260 / MFE 1260L , or MFE 126/MFE 126L.",ETM 3151L .
ETM 3061 - Applied Thermodynamics I (3),"ETT or EMSET major, and C- or better in ETM 3101 or ETT 310.",
ETM 2201 - Strength of Materials (3),"ETT or EMSET major, C- or better in MAT 1310 or MAT 130, C- or better in ETM 2101 or ETT 210, and C- or better in ETM 2171 or ETT 217.",ETM 2201L .
ETM 2201L - Strength of Materials Laboratory (1),"ETT or EMSET major, C- or better in MAT 1310 or MAT 130, C- or better in ETM 2101 or ETT 210, and C- or better in ETM 2171 or ETT 217.",ETM 2201 .
ETM 2171 - Material Science for Engineering Technology (3),"EMSET major, CHM 1210 or CHM 121, and PHY 1210 or PHY 121.",
ETM 2111 - Applied Dynamics (3),ETT or EMSET major; C- or better in MAT 1300 or MAT 131; and C- or better in ETM 2101 or ETM 210.,
ETE 3211L - Electronic Systems Laboratory (1),"ETT or EMSET major; MAT 1300 or MAT 130; and C- or better in ETE 2011 or ETT 201, and ETE 2011L or ETT 201L. (Not open to ECET or ESET major).",ETE 3211 .
ETM 2101 - Applied Statics (3),"ETT or EMSET major, PHY 1210 or PHY 121; and C- or better in MAT 1300 or MAT 130.",
ETE 3211 - Electronic Systems (3),"ETT or EMSET major; MAT 1300 or MAT 130; and C- or better in ETE 2011 or ETT 201, and ETE 2011L or ETT 201L. (Not open to ECET or ESET major).",ETE 3211L .
ETE 2011L - Electrical Networks Laboratory (1),"ETT or EMSET major, MAT 1060 or MAT 106, PHY 1210 or PHY 123, and PHY 1210L or PHY 123L. (Not open to ECET or ESET major).",ETE 2011 .
ETE 2011 - Electrical Networks (3),"ETT or EMSET major, MAT 1060 or MAT 106, PHY 1210 or PHY 123, and PHY 1210L or PHY 123L. (Not open to ECET or ESET major).",ETE 2011L .
ETE 4801L - Introduction to Motion Control Laboratory (1),"ECET or ESET major; ETE 3501 or ETE 350; ETE 3501L or ETE 350L; and C- or better in ETM 2121 or ETT 211, ETE 2801 or ETE 280, and ETE 2801L or ETE 280L.",ETE 4801 .
ETE 4521L - Photonics-Optical Communication Laboratory (1),"ECET or ESET major, ETE 4351 or ETE 442, and ETE 4351L or ETE 442L.",ETE 4521 .
ETE 4901 - Advanced Industrial Automation Systems (3),"ECET or ESET major; ETE 3501 or ETE 350; ETE 3501L or ETE 350L; and C- or better in ETE 2801 or ETE 280, and ETE 2801L or ETE 280L.",ETE 4901L .
ETE 4521 - Photonics-Optical Communication (3),"ECET or ESET major, ETE 4351 or ETE 442, and ETE 4351L or ETE 442L.",ETE 4521L .
ETE 4801 - Introduction to Motion Control (3),"ECET or ESET major; ETE 3501 or ETE 350; ETE 3501L or ETE 350L; and C- or better in ETM 2121 or ETT 211, ETE 2801 or ETE 280, and ETE 2801L or ETE 280L.",ETE 4801L .
ETE 4501L - Digital Signal Processing Laboratory (1),"ECET or ESET major, ETE 3501 or ETE 350, and ETE 3501L or ETE 350L.",ETE 4501 .
ETE 4501 - Digital Signal Processing (3),"ECET or ESET major, ETE 3501 or ETE 350, and ETE 3501L or ETE 350L.",ETE 4501L .
ETE 4451L - Advanced Digital Design Using FPGA/Verilog HDL Laboratory (1),"ECET or ESET major; and C- or better in ETE 2301 or ETE 230, ETE 2301L or ETE 230L, ETE 1151 or ETT 215, and ETE 1151L or ETT 215L.",ETE 4451 .
ETE 4451 - Advanced Digital Design FPGA/Verilog HDL (3),"ECET or ESET major; and C- or better in ETE 2301 or ETE 230, ETE 2301L or ETE 230L, ETE 1151 or ETT 215, and ETE 1151L or ETT 215L.",ETE 4451L .
ETE 4371L - RF and Microwave Systems Laboratory (1),"ECET or ESET major, ETE 3351 or ETE 335, and ETE 3351L or ETE 335L.",ETE 4371 .
ETE 4371 - RF and Microwave Systems (3),"ECET or ESET major, ETE 3351 or ETE 335, and ETE 3351L or ETE 335L.",ETE 4371L .
ETE 4141L - Advanced Java Programming Laboratory (1),"ESET, ETT, or EMSET major; and C- or better in ETE 1151 or ETT 215, and ETE 1151L or ETT 215L.",ETE 4141 .
MAT 1310 - Technical Calculus II (4),"MAT 116, MAT 1150 , MAT 1300 , or MAT 1300B.",
ETE 4141 - Advanced Java Programming (3),"ESET, ETT, or EMSET major; and C- or better in ETE 1151 or ETT 215, and ETE 1151L or ETT 215L.",ETE 4141L .
MAT 1300 - Technical Calculus I (4),"MAT 105 or MAT 1050 & MAT 106 or MAT 1060 ; MAT 1052 & MAT 106 or MAT 1060 ; MAT 105,M-T>=4,& M-A>=18;105,T>=6,&A>=14;1050,T>=4,& A>=18;1050,T>=6,& A>=14;1052,T>=4,&A>=18;1052,T>=6,& A>=14;106&A>=22;1060 & A>=22;A>=22&T>=4;A>=18&T>= 6;105,A-Trig>=23,&A-C>=61;or 1050,A-T>=23,&A-Comp>=61.",
ETM 2121 - Applied Mechanics for Electronic Systems Engineering Technology (4),ECET or ESET major; PHY 1210 or PHY 121; and C- or better in MAT 1300 or MAT 130.,
ETE 4351 - Data Communication and Networking (3),"ECET or ESET major, ETE 3351 or ETE 335, and ETE 3351L or ETE 335L.",ETE 4351L .
ETE 4351L - Data Communication and Networking Laboratory (1),"ECET or ESET major, ETE 3351 or ETE 335, and ETE 3351L or ETE 335L.",ETE 4351 .
ETE 4751L - Introduction to Robotics Control and Applications Laboratory (1),ECET or ESET major;,ETE 4751 .
ECE 4890L - Introduction to Illumination Engineering Laboratory (1),"ECE Major; and ECE 2101 , ECE 209, PHY 1520 or PHY 122; and ECE 4890 .",ECE 4890 .
ETE 4751 - Introduction to Robotics Control and Application (3),ECET or ESET major;,ETE 4751L .
ETE 4201L - Electronic Test Instrumentation and Data Acquisition Systems Laboratory (1),"ECET or ESET major; and C- or better in ETE 2101 or ETE 210, ETE 2101L or ETE 210L, ETE 2041 or ETE 204, and ETE 2041L or ETE 204L.",ETE 4201 .
ECE 4875 - Wind and Solar Power Systems (3),ECE Major; and ECE 3810 or ECE 310.,
ECE 4890 - Illumination Engineering (3),"ECE Major; and ECE 2101 , ECE 209, PHY 1520 or PHY 122.",
EC 3322 - Economic Statistics (3),STA 1200 or STA 120.,
ECE 4869L - Power Electronics Laboratory (1),ECE Major; and ECE 4869 or ECE 469.,ECE 4869 .
ECE 4822 - Power System Analysis (3),ECE Major; and ECE 3810 or ECE 310.,
ECE 4822L - Power System Analysis Laboratory (1),ECE Major; and ECE 3810 or ECE 310.,ECE 4822 .
ECE 4821L - Power Transmission Lines Laboratory (1),ECE Major; ECE 3810 or ECE 310.,ECE 4821 .
ECE 4869 - Power Electronics (3),ECE Major; and ECE 2200 or ECE 220.,
ECE 4821 - Power Transmission Lines (3),ECE Major; and ECE 3810 or ECE 310.,
ETE 4201 - Electronic Test Instrumentation and Data Acquisition Systems (3),"ECET or ESET major; and C- or better in ETE 2101 or ETE 210, ETE 2101L or ETE 210L, ETE 2041 or ETE 204, and ETE 2041L or ETE 204L.",ETE 4201L .
COM 2216 - Report Writing (3),Completion of GE Area A2.,
