course_name,prerequisites,corequisites
MU 3321A - String Fundamentals (1),MU 1201 or MU 120.,
MU 3311A - Percussion Fundamentals (1),MU 1201.,
MU 2610 - Diction for Singers (2),"Concurrent enrollment in MU 3811 or MU 4610 , or 2 units from the following: MU 1340 , MU 1770 , or MU 1811 .",
MU 3301A - Brass Fundamentals (1),MU 1201 .,
MU 3291 - Piano Pedagogy (2),"At least two semesters of MU 1750 , MU 1751 , or MU 1811 .",
MU 3061 - Choral Conducting (2),MU 3040 or MU 304.,
MU 3361A - Guitar Fundamentals (1),MU 1201 or MU 120.,
MU 4200 - Performance Literature (2),MU 2221A ; 3 units of lower division studio; and Instructor consent.,
MU 3091 - Instrumentation and Arranging (2),"MU 1080 ; and MU 3010 , MU 2202 , MU 2203 , or MU 2204 .",
MU 3051 - Instrumental Conducting (2),MU 3040 or MU 304.,
MU 3901 - Junior Recital (1),,
MU 3811 - Performance Studio Upper Division (1),,MU 2700 .
MU 3202 - Music Theory: Classical II (3),MU 2201 or MU 2202 .,
MU 2204 - 20th and 21st Century Music Theory (3),MU 1201 .,
PHY 1050 - The Physics of Musical Sound (2),,PHY 1050L .
PHY 1050L - Physics of Musical Sound Laboratory (1),,PHY 1050 .
MU 4621 - Senior Recital (1),Senior Standing.,MU 4610 and MU 2700 .
MU 4190 - Western Classical Traditions II (3),MU 1201 .,
MU 4610 - Senior Recital Studio (1),Senior standing and instructor consent.,MU 4621 and MU 2700 .
MU 3940S - Music Studies Integration - Service Learning (1),Sophomore standing.,
MU 4180 - Western Classical Traditions I (3),MU 1201 .,
MU 3221A - Musicianship IV (1),MU 3211A or MU 322A.,
MU 3211A - Musicianship III (1),MU 2221A or MU 223A.,
MU 2700 - Performance Seminar (1),Instructor consent.,Concurrent enrollment in a studio course.
MU 2211A - Musicianship I (1),,MU 1201 .
MU 3040 - Beginning Conducting (2),"MU 2211A , MU 1131A , and MU 2201 or MU 2202 .",
MU 2221A - Musicianship II (1),MU 222A or MU 2211A,
MU 2131A - Class Piano IV (1),"Music majors only; and MU 212A, MU 2121A or equivalent.",
MU 2121A - Class Piano III (1),"Music majors only; and MU 113A, MU 1131A or equivalent.",
MU 1811 - Performance Studio Lower Division (1),Bachelor of Music major and permission to enroll by audition only.,MU 2700 and appropriate ensemble.
MU 1131A - Class Piano II (1),Music majors only; and MU 112A or MU 1121A or equivalent knowledge via instructor approval.,
NTR 4420 - Internship in Food and Nutrition (1-3),Instructor consent.,
MU 1121A - Class Piano I (1),Music major only.,
NTR 4410 - Internship in Food and Nutrition (1-3),Instructor consent.,
KIN 4080 - Drugs and Society (3),,
FST 4240 - Food Systems in Nations Abroad I (3),Instructor Consent.,
FST 4250 - Food Systems in Nations Abroad II (3),"Nutrition or Food Science majors or minors, and FST 4240 , or instructor consent.",
NTR 3680 - Institutional Food Service II (2),"NTR 3670 or FN 357, and NTR 3670L or FN 357L.",NTR 3680L .
NTR 3670L - Institutional Food Service I Laboratory (1),"NTR 1210 or FN 121, and NTR 1210L or FN 121L.",NTR 3670 .
NTR 3670 - Institutional Food Service I (2),"NTR 1210 or FN 121, and NTR 1210L or FN 121L.",NTR 3670L .
"NTR 2180S - Ethnic Studies of Food, Nutrition, and Health Disparities Service Learning (3)",,
NTR 3450AS - Nutrition Education and Counseling Activity Service Learning (1),,NTR 3450S or NTR 3450 .
PHL 3810 - Race and Racism (3),"Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
NTR 3450S - Nutrition Education and Counseling Service Learning (3),,NTR 3450A and NTR 3450AS .
NTR 1000 - Introduction to the Nutrition Professions (1),Nutrition majors and minors only.,
PHL 4090 - Contemporary Moral Theory (3),,
PHL 3110 - Philosophical Issues in the Law (3),"Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
PHL 4400 - Seminar in Law and Values (3),"PHL 309, PHL 3090 , PHL 310, PHL 3100 ,PHL 311, or PHL 3110 ; or instructor permission.",
PHL 3100 - Social and Political Philosophy (3),,
PHL 3170 - Twentieth Century Philosophy (3),,
PHL 4050 - Great Works in Philosophy (3),Any upper division course with PHL prefix.,
PHL 3120 - History of Ancient Philosophy (3),,
PHL 4850 - Comparative Philosophy (3),,
PHL 3050 - Philosophy and Religion of China (3),,
PHL 3280 - Philosophy of Asian Martial Arts and Religion (3),,
PHL 3040 - Philosophy and Religion of Japan (3),,
PHL 4610 - Senior Seminar in Philosophy (3),,
PHL 3590 - Epistemology (3),,
PHL 2900 - Philosophy Proseminar II: Philosophical Methods (3),,
PHL 2040 - Ethical Problems in Contemporary Life (3),,
PHL 3090 - Moral Philosophy (3),"PHL 201, PHL 2010 , PHL 204, or PHL 2040 ; or instructor permission.",
PHY 4990 - Special Topics for Upper Division Students (1-3),,
CHM 2600 - Introduction to Organic Molecular Modeling (3),"CHM 314, CHM 2010 or CHM 3140 .",
PHY 4000 - Special Study for Upper Division Students (1-3),,
PHY 2990 - Special Topics for Lower Division Students (1-3),,
PHY 2000 - Special Study for Lower Division Students (1-3),,
PHY 4520A - Advanced Laboratory Physics - Contemporary Experiments Recitation Activity (1),,PHY 4520L .
PHY 4520L - Advanced Laboratory Physics - Contemporary Experiments Laboratory (1),C- or better in PHY 235 or PHY 2540 ; and C- or better in PHY 235L or PHY 2540L .,PHY 4520A .
PHY 4140A - Electricity and Magnetism I Recitation Activity (1),,PHY 4140 .
PHY 4510L - Advanced Laboratory Physics - Advanced Instrumentation Laboratory (1),C- or better in PHY 235 or PHY 2540 ; and C- or better in PHY 235L or PHY 2540L .,PHY 4510A .
PHY 4510A - Advanced Laboratory Physics - Advanced Instrumentation Recitation Activity (1),,PHY 4510L .
PHY 4140 - Electricity and Magnetism I (3),C- or better in PHY 309 or PHY 3600 .,PHY 4140A .
PHY 4010A - Quantum Mechanics I Recitation Activity (1),,PHY 4010 .
PHY 4410 - Internship in Physics (1-2),,
PHY 4010 - Quantum Mechanics I (3),C- or better in PHY 309 or PHY 3600 .,PHY 4010A .
PHY 4170L - Wave Optics Laboratory (1),,PHY 4170 .
PHY 4090A - Computational Physics Activity (1),,PHY 4090 .
PHY 4170 - Wave Optics (2),C- or better in PHY 234 or PHY 2530 ; and C- or better in PHY 234L or PHY 1520L .,PHY 4170L .
PHY 3040L - Electronics for Scientists Laboratory (1),,PHY 3040 .
PHY 3040 - Electronics for Scientists (2),C- or better in PHY 133 or PHY 1520 ; and C- or better in PHY 133L or PHY 1520L .,PHY 3040L .
PHY 4090 - Computational Physics (2),"C- or better in PHY 123, PHY 133, PHY 1220 , or PHY 1520 ; C- or better in MAT 201, MAT 2010, or CS 1260; and C- or better in MAT 216, MAT 224, MAT 2240 , or MAT 2250 .",PHY 4090A .
MAT 2010L - Introduction to Computational Methods in Mathematics Laboratory (1),,MAT 2010 .
MAT 2010 - Introduction to Computational Methods in Mathematics (2),C or better in MAT 116 or MAT 1150 .,MAT 2010L .
PHY 3210A - Advanced Classical Mechanics Recitation Activity (1),,PHY 3210 .
PHY 4630 - Undergraduate Seminar (1),C- or better in PHY 235 or PHY 2540 .,
PHY 3600A - Mathematical Methods of Physics I Recitation Activity (1),,PHY 3600 .
PHY 3210 - Advanced Classical Mechanics (3),"C- or better in PHY 2530 ; C- or better in MAT 201, MAT 2010, or CS 1260; and C- or better in MAT 216 or MAT 2250 .",PHY 3210A .
PHY 3600 - Mathematical Methods of Physics I (3),C- or better in MAT 216 or MAT 2250 .,PHY 2540 and PHY 3600A .
PHY 2540L - Introductory Laboratory on Thermal and Quantum Physics (1),,PHY 2540 .
PLT 3370L - Native Plant Materials Laboratory (1),,PLT 3370 .
PHY 2530L - Introductory Laboratory on Electromagnetic Radiation and Special Relativity (1),,PHY 2530 .
PLT 3020 - Technology Innovations in Plant Science (3),,
PLT 3370 - Native Plant Materials (2),,PLT 3370L .
PLT 2000 - Special Study for Lower Division Students (1-3),,
PLT 2990A - Special Topics for Lower Division Students Activity (1-3),,
PLT 4410 - Internship (1),Junior Standing.,
PLT 4610 - Senior Project (1),Junior Standing.,
PLT 4280 - Plant Physiology for Plant Science Students (3),BIO 2050 and BIO 2050L .,
PLT 3630 - Professional Development Seminar (1),Junior Standing.,
PLT 1000 - Orientation to Plant Science (1),,
PLT 4010 - Crop Ecology (3),PLT 231 or PLT 2310 ; and PLT 231L or PLT 2310L .,
PSY 4460A - Sensation and Perception Activity (1),"PSY 2201 , PSY 201 or PSY 202; and PSY 2204 , PSY 204 or SOC 204.",PSY 4460 .
PSY 4402 - Theories of Learning (3),"PSY 2201 , PSY 201, or PSY 202.",
PHL 3530 - Cognitive Science (3),"Lower division GE requirements in Area A, at least two sub-areas in Area B, and at least two sub-areas in Area C.",
PSY 4460 - Sensation and Perception (3),PSY 2201 or PSY 201 or PSY 202; and PSY 2204 or PSY 204 or SOC 204.,PSY 4460A .
PSY 3335 - Memory and Amnesia (3),PSY 2201 or PSY 201 or PSY 202.,
PSY 3333 - Industrial Psychology (3),"PSY 2201 , PSY 201, or PSY 202; or instructor consent.",
PSY 4452 - Organizational Development and Change (3),"PSY 3314 , PSY 314, PSY 3332 , or PSY 332; or instructor consent.",
PSY 4220 - Psychology of Creativity (3),"PSY 2201 , PSY 201, or PSY 202.",
PSY 4430A - Program Evaluation Activity (1),"Senior standing; and PSY 2204 , PSY 204, or SOC 204.",PSY 4430 .
PSY 4444A - Survey Research Activity (1),"Senior standing; STA 1200 , STA 1202, or STA 120; and PSY 2204 , PSY 204, SOC 2205 , or SOC 204.",PSY 4444 .
PSY 4260 - Applied Social Psychology (3),PSY 4401 or PSY 401.,
PSY 4430 - Program Evaluation (3),"Senior standing; and PSY 2204 , PSY 204, or SOC 204.",PSY 4430A .
PSY 4200 - Environmental Psychology (3),"PSY 2201 , PSY 201, or PSY 202; or instructor consent.",
PSY 4444 - Survey Research (3),"Senior standing; STA 1200 , STA 1202 , or STA 120; and PSY 2204 , PSY 204, SOC 2205 , or SOC 204.",PSY 4444A .
PSY 4404A - Qualitative Methods in Psychology Activity (1),"Senior standing; PSY 2201 , PSY 201 or PSY 202; and PSY 2204 , PSY 204 or SOC 204.",PSY 4404 .
PSY 4403 - Psychology of Personality (3),PSY 2201 or PSY 201 or PSY 202.,
PSY 4404 - Qualitative Methods in Psychology (3),Senior standing; PSY 2201 or PSY 201 or PSY 202; and PSY 2204 or PSY 204 or SOC 204.,PSY 4404A .
PSY 3345A - Computer Methods in Psychology Activity (1),"PSY 2201 , PSY 201, or PSY 202; PSY 2204 , PSY 204, or SOC 204; and STA 1200 , STA 1202 , or STA 120.",PSY 3345 .
PLS 3055A - Advanced Research Methods Activity (1),,
PLS 3055 - Advanced Research Methods (2),PLS 2051 .,
PLS 4412 - Senior Internship II (3),PLS 1011 or PLS 101; PLS 2010 or PLS 201; PLS 2020 or PLS 202; PLS 2030 or PLS 203; PLS 2040 or PLS 204; PLS 2051 ; PLS 3055 or PLS 205; PLS 2060 or PLS 206; and PLS 2070 or PLS 207.,
PLS 4411 - Senior Internship I (3),PLS 1011 or PLS 101; PLS 2010 or PLS 201; PLS 2020 or PLS 202; PLS 2030 or PLS 203; PLS 2040 or PLS 204; PLS 2051 ; PLS 3055 or PLS 205; PLS 2060 or PLS 206; and PLS 2070 or PLS 207.,
PSY 3345 - Computer Methods in Psychology (3),"PSY 2201 , PSY 201, or PSY 202; PSY 2204 ,PSY 204, or SOC 204; and STA 1200 , STA 1202 , or STA 120.",PSY 3345A .
PLS 4620 - Senior Thesis in Political Science II (3),PLS 1011 or PLS 101; PLS 2010 or PLS 201; PLS 2020 or PLS 202; PLS 2030 or PLS 203; PLS 2040 or PLS 204; PLS 2051 ; PLS 3055 or PLS 205; PLS 2060 or PLS 206; and PLS 2070 or PLS 207.,
PSY 3321 - Psychology of Identity (3),PSY 2201 or PSY 201 or PSY 202.,
PSY 4450 - Principles of Behavior Modification (3),PSY 2201 or PSY 201 or PSY 202.,
PSY 4455 - Human Sexuality: Relationships (3),"Upper-division standing; and lower division GE requirements in Areas A and D, and sub-area B4.",
PLS 4610 - Senior Thesis in Political Science I (3),PLS 1011 or PLS 101; PLS 2010 or PLS 201; PLS 2020 or PLS 202; PLS 2030 or PLS 203; PLS 2040 or PLS 204; PLS 2051 ; PLS 3055 or PLS 205; PLS 2060 or PLS 206; and PLS 2070 or PLS 207.,
PLS 1011 - Introduction to Political Science (3),,
PSY 4160 - Psychological Testing (3),"PSY 2201 , PSY 201, or PSY 202; and PSY 2204 , PSY 204, or SOC 204.",
PSY 3322 - Psychology of Women (3),PSY 2201 or PSY 201 or PSY 202.,
PSY 3311 - Child Psychology: Middle Childhood (3),PSY 2201 or PSY 201 or PSY 202.,
PSY 3312 - Adolescent Psychology (3),PSY 2201 or PSY 201 or PSY 202.,
PSY 4620 - Senior Project II (2),"PSY 4610 or PSY 461, and instructor consent.",
PSY 3310 - Child Psychology: Early Childhood (3),PSY 2201 or PSY 201 or PSY 202.,
PSY 4610 - Senior Project (2),Upper division standing and Instructor consent.,
PSY 4611 - Senior Symposium (3),PSY major and senior standing.,
PSY 4433 - Experimental Psychology (3),"PSY Major or PSY Minor; Senior standing; PSY 2201, PSY 201, or PSY 202; PSY 2204, PSY 204, or SOC 204; PSY 3307, PSY 307, or SOC 307; and PSY 3307A, PSY 307A, or SOC 307A.",PSY 4433A .
PSY 4433A - Experimental Psychology Activity (1),"PSY Major or PSY Minor; Senior standing; PSY 2201 , PSY 201, or PSY 202; PSY 2204 , PSY 204, or SOC 204; PSY 3307 , PSY 307, or SOC 307; and PSY 3307A , PSY 307A, or SOC 307A.",PSY 4433 .
PSY 2222 - Careers in Psychology (1),Major or minor in PSY.,
IME 4030 - Fiscal Implications in Technical Decision Making (3),"Lower division GE requirements in Area A, at least two sub-areas in Area B, and at least two sub-areas in Area D.",
PSY 3307A - Statistics for Psychology Activity (1),"Upper division standing; PSY 2201 , PSY 201, or PSY 202; PSY 2204 , PSY 204, or SOC 204; and STA 1200 , STA 1202 , or STA 120.",PSY 3307 .
GSC 1100 - Water in a Changing World (3),,
"MU 4171 - Theory, History, and Design of Musical Instruments (3)","Lower division GE requirements in Areas A and C, and sub-area B4.",
PSY 3307 - Statistics for Psychology (3),"Upper division standing, PSY 2201 , PSY 201, or PSY 202; PSY 2204 , PSY 204, or SOC 204; and STA 1200 , STA 1202 , or STA 120.",PSY 3307A .
PHY 3020 - Physics for Future Presidents (3),Lower division GE requirements in Areas A and B.,
GEO 3300L - Environmental Geography Laboratory (1),GEO 1010 or Instructor consent.,GEO 3300 .
"IGE 2600 - Digital Culture, Race, and Ethnicity (3)",,
GEO 3300 - Environmental Geography (2),GEO 1010 or Instructor consent.,GEO 3300L .
"EWS 2600 - Digital Culture, Race, and Ethnicity (3)",,
ENG 2880 - Science Fiction (3),Completion of GE Area A2.,
PSY 4100 - History and Systems of Psychology (3),PSY 2201 or PSY 201 or PSY 202; and PSY 2204 or PSY 204 or SOC 204.,
MAT 3060 - History of Mathematics (3),C or better in MAT 215 or MAT 2140 .,
SOC 4440 - Technology & Society (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
"STS 4620 - Science, Technology, and Society Senior Project (3)",STS 4610 and STS major.,
PHL 2180 - Logic and Computing (3),,
HST 4200 - Islamic Science in World History (3),"Completion of GE Area A, and junior or senior standing.",
SOC 3315 - Asian American Sociology (3),,
ENG 4110 - Technologies of Writing (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
SOC 3314 - Black Sociology (3),"SOC 201, SOC 2201 or CRM 2201 .",
SOC 3313 - Latina/o Sociology (3),,
SOC 4611 - Senior Symposium (3),SOC Majors only and upper division standing.,
SOC 4402 - Socialization: Self and Society (3),"SOC 201, SOC 2201 or CRM 2201 .",
SPN 4440 - Spanish Language Assistantship (3),Consent of instructor.,
SOC 4110L - Qualitative Methods for Sociology Laboratory (1),"SOC 201, SOC 2201 , or CRM 2201 ; and SOC 2205 , SOC 204, or CRM 2205 .",SOC 4110 .
SOC 4110 - Qualitative Methods for Sociology (3),"SOC 201, SOC 2201 , or CRM 2201 ; and SOC 2205 , SOC 204, or CRM 2205 .",SOC 4110L .
SPN 4420 - Writing for New Media in Spanish (3),SPN 3160 or consent of instructor.,
SOC 3306 - Contemporary Sociological Theory (3),"SOC 201, SOC 2201 or CRM 2201 ; and SOC 3305 or SOC 305.",
SOC 4100L - Quantitative Methods for Sociology Laboratory (1),"SOC 201, SOC 2201 or CRM 2201 ; SOC 2205 or SOC 204; and SOC 3307 and SOC 3307L .",SOC 4100 .
SPN 4410 - Spanish Professional Internship (3),Consent of instructor.,
SOC 3305 - Classic Sociological Theory (3),"SOC 201, SOC 2201 or CRM 2201 .",
GER 1112 - Elementary German II (3),"Instructor consent, FL 111, FL 112, GER 1111 , or equivalent.",
SOC 4100 - Quantitative Methods for Sociology (3),SOC 201 or SOC 2201 or CRM 2201 ; SOC 2205 or SOC 204; and SOC 3307 and SOC 3307L .,SOC 4100L .
GER 1111 - Elementary German I (3),,
FRE 1112 - Elementary French II (3),"Instructor consent, FL 101, FL 102, FRE 1111 , or equivalent.",
FRE 1111 - Elementary French I (3),,
SPN 1001 - Introduction to the Spanish Teaching Credential (1),,
SPN 3320 - Foundations of Literature: Poetry (3),SPN 2112 or SPN 2120 .,
SPN 4610 - Spanish Capstone (3),Senior Standing.,
SPN 2350 - Introduction to Literature (3),,
SPN 1000 - Spanish First Year Experience (1),,
MU 3950 - Non-Profit Music (3),MU 104 or MU 1040 .,
MAT 4960 - Teaching Mathematics in Secondary Schools II (4),CR in MAT 4950 .,
ME 4990L - Special Topics for Upper Division Students Laboratory (1-3),,
ME 4990A - Special Topics for Upper Division Students Activity (1-3),,
MAT 3950 - Mathematical Concepts for Elementary School Teachers: Geometry (3),C or better in MAT 394 or MAT 3940 .,
MAT 3940 - Mathematical Concepts for Elementary School Teachers: Algebraic and Statistical Reasoning (4),C or better in MAT 194 or MAT 1940 .,
BIO 1060 - Human Biology (3),Undergraduate standing.,
MFE 4391 - Composites Manufacturing (2),"MFE 201, MFE 2010 , MFE 230, or MFE 2211 .",
KIN 2290 - Contemporary Issues in Health and Human Movement (3),,
LA 4873 - International Landscape Architecture Professional Practice (3),Study abroad student.,
LA 4872 - History of International Landscapes (3),Study abroad student.,
KIN 4450 - Social and Historical Perspectives in Kinesiology (3),,
KIN 3140 - Outdoor Education and Adapted Games (2),"KIN 2220 , KIN 2230 , and KIN 2460 .",
KIN 4620 - Physical Education Teacher Education Capstone (2),"KIN 3100 KIN 3110 , KIN 3120 , KIN 3130 , KIN 3140 , and KIN 3460 / KIN 3460A .",
HRT 4760 - Hospitality Operations Analysis Seminar (3),Senior standing.,
HRT 4610 - Senior Project (3),Senior standing.,
KIN 4530A - Sport Injury and Illness Activity (1),KIN 3520 and KIN 3520A .,KIN 4530 .
KIN 4650A - Intervention Design and Evaluation Activity (1),Upper division standing and KIN 3600 .,KIN 4650 .
KIN 4200 - Physical Education Curriculum and Assessment (3),"KIN 3460 / KIN 3460A , KIN 3100 , KIN 3110 , KIN 3120 , KIN 3130 , and KIN 3140 .",
HRT 4410 - Internship in Hospitality Management (1-4),HRT 3410 and consent of Internship Coordinator.,
HRT 4420 - Disney Internship (9),HRT 1010 .,
HRT 4100 - Strategic Leadership in the Hospitality Environment (3),Senior standing.,
HST 4990 - Special Topics for Upper Division Students (1-3),"Completion of GE Area A, and junior or senior standing.",
HST 3322 - Europe 1450-1648: Renaissance and Reformation (3),"Completion of GE Area A, and junior or senior standing.",
HST 4452 - History of Sport and Leisure (3),"Completion of GE Area A, and junior or senior standing.",
HST 3399 - History of Modern Nation States (3),"Completion of GE Area A, and junior or senior standing.",
HRT 3830L - Food and Beverage Operations Laboratory (4),"HRT 2020 , HRT 2760 , HRT 2810 / HRT 2810L , HRT 3020 , and current ANAB-CFP approved foodservice manager certification and California Alcohol Beverage Control's Responsible Beverage Service certification.",HRT 3830 .
HST 3393S - Digital History and New Media Service Learning (3),"Completion of GE Area A, and junior or senior standing.",
GSC 4400L - Exploration and Mining Geology Laboratory (1),,
GSC 4610 - Senior Project and Presentation (2),Upper Division standing.,
GSC 4400 - Exploration and Mining Geology (2),GSC 111 or GSC 1110 ; GSC 215 or GSC 2150 ; and GSC 215L or GSC 2150L .,GSC 4400L .
GSC 4620 - Senior Thesis (2),Upper Division standing.,
GSC 3310 - Paleontology (2),"GSC 112, GSC 1120 , BIO 110, BIO 1110 , BIO 111L or BIO 1110L ; and GSC 151L or GSC 1510L .",GSC 3310L .
GSC 3350 - Exploring Earth's Oceans: Oceanography (3),Upper Division standing; and Lower division GE requirements in Areas A and B.,
GSC 3310L - Paleontology Laboratory (1),"GSC 112, GSC 1120 , BIO 110, BIO 1110 , BIO 111L or BIO 1110L ; and GSC 151L or GSC 1510L .",GSC 3310 .
GSC 3210L - Engineering Geology I Laboratory (1),Upper Division standing; and Lower division GE requirements in Areas A and B.,GSC 3210 .
GSC 3210 - Engineering Geology I (2),Upper Division standing; and Lower division GE requirements in Areas A and B.,GSC 3210L .
GSC 3040 - Meteorology (3),Upper Division standing; and Lower division GE requirements in Areas A and B.,
GSC 3230L - Geomorphology Laboratory (1),GSC 111 or GSC 1110 ; and GSC 141L or GSC 1410L .,GSC 3230 .
GSC 3600L - Hydrogeology Laboratory (1),"MAT 105, MAT 1050 , MAT 106, MAT 1060 , MAT 112, MAT 114, MAT 1140 , MAT 1140C, MAT 115, MAT 1150 , MAT 1150C, MAT 116; GSC 111, GSC 1110 , GSC 321, or GSC 3210 ; and GSC141L or GSC 1410L , GSC 321L, or GSC 3210L .",GSC 3600 .
GSC 3230 - Geomorphology (2),GSC 111 or GSC 1110 ; and GSC 141L or GSC 1410L .,GSC 3230L .
GSC 3600 - Hydrogeology (2),"MAT 105, MAT 1050 , MAT 106, MAT 1060 , MAT 112, MAT 114, MAT 1140 , MAT 1140C, MAT 115, MAT 1150 , MAT 1150C, MAT 116; GSC 111, GSC 1110 , GSC 321, or GSC 3210 ; and GSC141L or GSC 1410L , GSC 321L, or GSC 3210L .",GSC 3600L .
GSC 3330L - Structural Geology Laboratory (1),"MAT 1050 , MAT112, MAT114, MAT 1140 , MAT115, MAT 1150 , or MAT116; MAT 1060 , MAT112, MAT114, MAT 1140 , MAT115, MAT 1150 , or MAT116; and GSC111, GSC 1110 , GSC141L or GSC 1410L ; and GSC255L, GSC 2550L , GSC491L or GSC 4910L .",GSC 3330 .
GSC 3000L - Geochemistry Laboratory (1),CHM 121 or CHM 1210 ; and CHM 121L or CHM 1210L .,GSC 3000 .
GSC 3330 - Structural Geology (2),"MAT 1050 , MAT112, MAT114, MAT 1140 , MAT115, MAT 1150 , or MAT116; MAT 1060 , MAT112, MAT114, MAT 1140 , MAT115, MAT 1150 , or MAT116; GSC111 or GSC 1110 ; GSC141L or GSC 1410L ; and GSC255L, GSC 2550L , GSC491L or GSC 4910L .",GSC 3330L .
GSC 3070L - Introduction to Global Geophysics Laboratory (1),"MAT 1050 , MAT 112, MAT 114, MAT 1140 , MAT 115, MAT 1150 , or MAT 116; MAT 1060 , MAT 112, MAT 114, MAT 1140 , MAT 115, MAT 1150 , or MAT 116.",GSC 3070 .
GSC 3070 - Introduction to Global Geophysics (2),"MAT 1050 , MAT 112, MAT 114, MAT 1140 , MAT 115, MAT 1150 , or MAT 116; MAT 1060 , MAT 112, MAT 114, MAT 1140 , MAT 115, MAT 1150 , or MAT 116.",GSC 3070L .
GSC 3000 - Geochemistry (2),CHM121 or CHM 1210 ; and CHM121L or CHM 1210L .,GSC 3000L .
GSC 2550L - Field Methods Laboratory (1),GSC 111 or GSC 1110 and GSC 141L or GSC 1410L .,
GSC 2700 - Age of the Dinosaurs (3),,
PHL 2200 - Religions of the World (3),,
GSC 1450L - Megascopic Petrography Laboratory (1),GSC 111 or GSC 1110 ; and GSC 141L or GSC 1410L .,
GSC 2150 - Mineralogy (2),GSC 111 or GSC 1110 ; GSC 141L or GSC 1410L ; CHM 121 or CHM 1210 ; and CHM 121L or CHM 1210L .,GSC 2150L .
BIO 1110L - Life Science Laboratory (1),,BIO 1110 .
GSC 2150L - Mineralogy Laboratory (1),GSC 111 or GSC 1110 ; GSC 141L or GSC 1410L ; CHM 121 or CHM 1210 ; and CHM 121L or CHM 1210L .,GSC 2150 .
BIO 1110 - Life Science (2),Undergraduate standing.,
HST 4463 - Assessment Seminar and Field Training for Potential Teachers (3),"History major, completion of GE Area A, and HST 300 or HST 3300 .",
HST 3392 - Oral History in Theory and Practice (3),"Completion of GE Area A, and junior or senior standing.",
HST 3391 - Introduction to Public and Applied History (3),"Completion of GE Area A, and junior or senior standing.",
HST 4450 - Culture and Thought in Imperial Russia (3),"Completion of GE Area A, and junior or senior standing.",
HST 4451 - The Holocaust (3),"Completion of GE Area A, and junior or senior standing.",
HST 4434 - Ancient Law (3),"Completion of GE Area A, and junior or senior standing.",
HST 3356 - Russia--1861 to the Present (3),"Completion of GE Area A, and junior or senior standing.",
HST 3355 - Russia to 1861 (3),"Completion of GE Area A, and junior or senior standing.",
"HST 3351 - Early Modern Britain, 1485-1688 (3)","Completion of GE Area A, and junior or senior standing.",
HST 3334 - Modern Spain (3),"Completion of GE Area A, and junior or senior standing.",
"HST 3323 - Europe 1648-1789: Enlightenment, Absolutism and Constitutionalism (3)","Completion of GE Area A, and junior or senior standing.",
HST 3319 - Ancient Rome (3),"Completion of GE Area A, and junior or senior standing.",
HST 3320 - Medieval Europe (3),"Completion of GE Area A, and junior or senior standing.",
HST 3317 - Ancient Greece (3),"Completion of GE Area A, and junior or senior standing.",
"HST 4406 - History of Women, Gender, & Sexuality in the United States (3)","Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
"HST 4405 - Becoming American: Migration, Immigration, and Citizenship in the United States (3)","Completion of GE Area A, and junior or senior standing.",
HST 4403 - History of Native Americans (3),"Completion of GE Area A, and junior or senior standing.",
HST 4401 - African American Experience (3),"Completion of GE Area A, and junior or senior standing.",
HST 4017 - American Foodways (3),"Completion of GE Area A, and junior or senior standing.",
HST 4015 - History of Education in America (3),"Completion of GE Area A, and junior or senior standing.",
HST 4014 - Diplomatic History of the United States (3),"Completion of GE Area A, and junior or senior standing.",
HST 4012 - Constitutional and Legal History of the U.S. (3),"Completion of GE Area A, and junior or senior standing.",
HST 4016 - History of U.S. Capitalism (3),"Completion of GE Area A, HST 2201 , HST 2202 , and junior or senior standing. EC 2201 and EC 2202 are recommended.",
HST 4010 - American Biography and Autobiography (3),"Completion of GE Area A, and junior or senior standing.",
HST 3374 - The American West in History and Imagination (3),"Completion of GE Area A, and junior or senior standing.",
HST 3373 - History and Hollywood (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
HST 3372 - US/Mexico Borderlands and the American Southwest (3),"Completion of GE Area A, and junior or senior standing.",
HST 3371 - History of Southern California (3),"Completion of GE Area A, and junior or senior standing.",
"HST 3345 - The United States, 1877-1945 (3)","Completion of GE Area A, and junior or senior standing.",
HST 3347 - United States since 1945 (3),"Completion of GE Area A, and junior or senior standing.",
"HST 3344 - Slavery, Civil War and Reconstruction (3)","Completion of GE Area A, and junior or senior standing.",
"HST 3343 - Jacksonian Democracy, 1815-1850 (3)","Completion of GE Area A, and junior or senior standing.",
"HST 3342 - Founding America, 1776-1815 (3)","Completion of GE Area A, and junior or senior standing.",
"HST 3341 - Colonial America, 1492-1776 (3)","Completion of GE Area A, and junior or senior standing.",
HST 4441 - Women in Asia (3),"Completion of GE Area A, and junior or senior standing.",
HST 4438 - Latin America Since the Cuban Revolution (3),"Completion of GE Area A, and junior or senior standing.",
HST 4437 - Mexican Revolution (3),"Completion of GE Area A, and junior or senior standing.",
HST 3369 - Japan since 1750 (3),"Completion of GE Area A, and junior or senior standing.",
